Quarterly,Total Return,Price Return,Index.1,Income Return,Dividend Yield
2013Q1,2.953333333333333,2.6166666666666667,167.35666666666665,0.34,4.18
2013Q2,-1.0133333333333332,-1.3566666666666667,170.70333333333335,0.3466666666666667,4.133333333333333
2013Q3,-0.7166666666666668,-1.0799999999999998,158.3166666666667,0.36333333333333334,4.386666666666667
2013Q4,0.16333333333333314,-0.23333333333333328,158.75666666666666,0.39666666666666667,4.286666666666666
2014Q1,2.796666666666667,2.4499999999999997,166.0,0.3466666666666667,4.113333333333333
2014Q2,2.273333333333333,1.9166666666666667,175.77333333333334,0.3566666666666667,4.016666666666667
2014Q3,-0.8133333333333334,-1.1566666666666667,177.13,0.3433333333333333,4.123333333333334
2014Q4,4.036666666666666,3.6733333333333333,188.79666666666665,0.36333333333333334,3.9633333333333334
2015Q1,1.3866666666666667,1.0833333333333333,197.7033333333333,0.30666666666666664,3.746666666666666
2015Q2,-3.046666666666667,-3.393333333333333,183.47333333333333,0.3466666666666667,4.12
2015Q3,0.3466666666666667,-0.019999999999999945,178.78333333333333,0.3666666666666667,4.336666666666667
2015Q4,2.356666666666667,1.9733333333333334,186.64333333333335,0.3833333333333333,4.240000000000001
2016Q1,2.0733333333333337,1.7499999999999998,185.16666666666666,0.3233333333333333,4.390000000000001
2016Q2,2.453333333333333,2.0866666666666664,199.10333333333332,0.3633333333333333,4.15
2016Q3,-0.2733333333333332,-0.6033333333333334,209.61,0.32666666666666666,3.883333333333333
2016Q4,-0.9099999999999998,-1.2699999999999998,193.26666666666668,0.36000000000000004,4.306666666666667
2017Q1,1.0033333333333336,0.6733333333333335,200.22,0.33,4.156666666666666
2017Q2,0.7966666666666665,0.44,201.09333333333333,0.36000000000000004,4.153333333333333
2017Q3,0.4133333333333334,0.07000000000000006,204.45333333333335,0.3466666666666667,4.13
2017Q4,0.79,0.4266666666666666,205.08,0.3666666666666667,4.193333333333333
2018Q1,-2.1733333333333333,-2.533333333333333,190.92333333333332,0.36000000000000004,4.583333333333333
2018Q2,2.7133333333333334,2.3166666666666664,196.8166666666667,0.3933333333333333,4.433333333333334
2018Q3,0.36333333333333345,0.0033333333333332624,205.70666666666668,0.3566666666666667,4.266666666666667
2018Q4,-1.9533333333333334,-2.3366666666666673,197.25333333333333,0.3833333333333333,4.53
2019Q1,5.38,5.033333333333333,212.51999999999998,0.3466666666666667,4.243333333333333
2019Q2,0.59,0.22666666666666666,217.83333333333334,0.3633333333333333,4.1499999999999995
2019Q3,2.3633333333333333,2.0366666666666666,228.18666666666664,0.32666666666666666,3.9866666666666664
2019Q4,0.18666666666666662,-0.15666666666666668,232.78666666666666,0.3499999999999999,3.983333333333333
2020Q1,-8.843333333333334,-9.136666666666667,207.74666666666667,0.29,4.5633333333333335
2020Q2,4.503333333333333,4.163333333333333,189.32666666666668,0.33666666666666667,4.56
2020Q3,0.5166666666666666,0.2266666666666667,198.07000000000002,0.29000000000000004,4.09
2020Q4,3.106666666666667,2.7966666666666664,201.0566666666667,0.3066666666666667,4.02
2021Q1,2.776666666666667,2.5066666666666664,216.97,0.26999999999999996,3.706666666666667
2021Q2,3.8033333333333332,3.5233333333333334,246.28666666666663,0.27666666666666667,3.1933333333333334
2021Q3,0.13999999999999999,-0.10666666666666676,258.16,0.24666666666666667,3.03
2021Q4,6.92,6.81,265.82,0.11,3.04
